first_name,last_name,price,above_100
Sylvia,Walters,110.9463132,True
Jonathan,Lane,64.46710142,True
Matthew,Turner,180.2628702,True
Jeffrey,Bauer,30.51584181,True
Jessica,Shaffer,54.90193651,True
Chris,Spencer,251.3752831,True
Mary,Clarke,236.0529879,True
Timothy,Mendoza,105.9834816,True
Alicia,Hoffman,182.343699,True
Joseph,Gardner,144.8091344,True
Rachael,Rangel,297.9496406,True
Jeffrey,Harrington,194.2716338,True
Sophia,Randolph,158.543126,True
Debbie,Freeman,275.8719167,True
Matthew,Braun,201.7749657,True
Sheri,Hudson,268.3748402,True
Mary,King,204.0785754,True
Beth,Davis,155.0680648,True
Margaret,Castillo,193.9063244,True
Tommy,Sandoval,172.283041,True
Christopher,Hines,46.55435299,True
Richard,Wright,208.3596969,True
Michael,Brown,278.5230886,True
Nathan,Yu,134.1895098,True
Cameron,Ford,248.8921382,True
Carla,Hayes,265.3745759,True
Marissa,Matthews,136.0925777,True
Dr.,Samuel,237.1592416,True
Gary,Figueroa,168.9447684,True
Michael,West,146.8886849,True
Martin,Walton,140.3400576,True
Zachary,Lee,8.667301583,True
Christopher,Stephenson,67.01185633,True
Eric,Ortiz,117.7242458,True
Kara,Pittman,56.23964364,True
Andrew,Cowan,295.9391812,True
Rhonda,Moss,259.0397505,True
Sarah,Williams,92.82627714,True
Carolyn,Collins,236.2472888,True
Larry,Mooney,135.2701794,True
Laura,Livingston,294.2580699,True
Candace,Mckenzie,84.58145758,True
Candace,Wallace,124.7464543,True
Jason,White,218.4318041,True
Patricia,Reynolds,89.01176826,True
Michael,Ellison,244.4717106,True
Melissa,Robles,238.4560967,True
Heidi,Fry,109.6264717,True
James,Smith,163.9573856,True
Charles,Ruiz,48.45811847,True
Stephanie,Green,9.144974191,True
Stacey,Garcia,106.6192039,True
Glenda,Burke,206.3635063,True
Zachary,Alvarez,104.052369,True
Rachel,Shaw,2.448211506,True
Carmen,Beard,269.623685,True
Tony,Daniels,186.9035775,True
Randy,Mora,70.74105982,True
George,Aguirre,128.9497508,True
James,Miller,297.0405639,True
Jacqueline,Williams,17.30622156,True
April,Taylor,121.2898903,True
Robert,Johnson,131.6237779,True
Gary,White,280.9706506,True
Kim,Lowe,192.7758756,True
Samantha,Jones,136.3415564,True
Randy,Lozano,16.30104965,True
Arthur,Chavez,6.903795238,True
Melissa,Miller,162.6066945,True
Leslie,Mccormick,282.5021066,True
Carlos,Rubio,63.21802404,True
David,York,86.53219266,True
Gabriella,Anthony,7.638645405,True
Olivia,Poole,117.854172,True
Wayne,Wilson,74.67047228,True
Elizabeth,Moore,267.3988136,True
Janice,Campbell,33.4533981,True
Julie,Johnson,63.64156782,True
Misty,Cantrell,189.0392091,True
Robert,Soto,109.0138357,True
Brenda,Cowan,60.84957659,True
Kelly,Guerrero,259.5112157,True
David,Nichols,19.48524858,True
Kayla,Taylor,186.2356283,True
Antonio,Garcia,125.4772126,True
Tyler,Cisneros,186.5898295,True
Jillian,Crawford,158.8172773,True
Karl,Pierce,132.7746811,True
Joann,Taylor,276.9621962,True
Jennifer,Jenkins,59.12858208,True
Nancy,Brown,78.87073418,True
Emma,Munoz,120.8428757,True
Shawn,Galloway,141.0298622,True
Melissa,Mcguire,213.0821204,True
Bryan,Chavez,125.396156,True
Fernando,Salazar,256.1537305,True
Megan,Moore,251.3477985,True
Robert,Williams,175.209725,True
Dennis,Sanford,29.45043264,True
Kimberly,Herrera,154.8076505,True
Gloria,Potts,289.1049353,True
Suzanne,Barnett,8.470995351,True
Leah,Myers,44.5579739,True
Kylie,Thomas,13.45341602,True
Amanda,Murphy,50.55321552,True
Christopher,Matthews,282.3634971,True
Nicole,Parks,52.28399767,True
Bobby,Martin,205.4899695,True
Kevin,Chambers,121.1711016,True
Kimberly,Lawson,250.2880742,True
Rachel,Lopez,101.8881123,True
Christopher,Clay,219.3845088,True
Daniel,Martin,0.30019336,True
William,Taylor,66.55747014,True
Steven,Johnson,111.293282,True
Daniel,Miller,80.57756789,True
Taylor,Bryant,187.6315408,True
Lauren,Jones,194.7926312,True
Lindsey,Robertson,22.73764686,True
Allison,Thomas,168.3334975,True
Vernon,Bishop,216.1870446,True
Susan,Parsons,132.918526,True
Brady,Snyder,210.3960863,True
Brent,Mcgrath,174.6983567,True
Peter,Smith,278.6080181,True
Deborah,Fox,248.1228234,True
Heather,Collins,147.4274074,True
Phillip,Meyers,102.7977472,True
Nicholas,Hubbard,275.4008364,True
Misty,Ramirez,62.31681444,True
Scott,Johnson,85.87388958,True
Jay,Nixon,253.4674787,True
Tony,Hall,61.19716522,True
Taylor,Smith,41.49264584,True
Mark,Reynolds,70.49794436,True
Marilyn,Christensen,155.4854533,True
Denise,Atkins,185.451601,True
Melissa,Gonzales,228.0025997,True
Henry,Hoffman,229.6628876,True
Daisy,Davenport,59.52753518,True
Christopher,Paul,122.7131699,True
Kevin,Craig,148.2010516,True
Natalie,Coleman,122.1440452,True
Jeremy,Strickland,130.8435662,True
Gary,Bonilla,162.6152534,True
Amanda,Richards,236.5957164,True
Heidi,Perez,245.1757228,True
Robert,Johnson,174.6922346,True
Gary,Mills,183.8363212,True
Chelsea,Caldwell,16.12083718,True
John,Frye,223.2774175,True
Michael,Strong,220.4122322,True
Christopher,Delgado,85.78279752,True
Whitney,Wallace,253.4556183,True
Rebecca,Martinez,59.68320226,True
Marissa,Mccoy,116.9634653,True
Ricky,Kerr,38.99584409,True
Anna,Campbell,249.9213404,True
Marie,Walters,73.38808729,True
Robert,Martin,38.22288302,True
Marc,Davis,162.2802619,True
James,Dixon,159.3794328,True
Vicki,Ramirez,186.1602427,True
Krista,Campbell,161.2338436,True
Lauren,Patterson,170.2123273,True
Megan,Clark,290.2581556,True
Judy,Zimmerman,219.5888255,True
Joseph,Williams,210.7841859,True
Lori,Acevedo,210.6602899,True
William,Taylor,275.6331763,True
Dawn,Snyder,248.9840417,True
Jennifer,Simmons,80.68353707,True
Alyssa,Nunez,163.8009002,True
Robert,Black,63.92800482,True
Julia,Young,239.2396683,True
Melinda,Barnes,227.2506352,True
Mr.,Brett,154.1341836,True
Erik,Stevenson,246.0040722,True
Daniel,George,34.80089308,True
Lindsey,Jones,197.7020395,True
Virginia,Lopez,227.4255915,True
Andrew,Brown,92.88318049,True
Donna,Lowery,264.8326094,True
Alexis,Andrade,6.313985183,True
Alyssa,Pierce,47.74032516,True
Tara,Johnson,38.26768696,True
Michael,Brady,162.0594322,True
James,Rhodes,51.92414009,True
Pamela,Scott,42.43333392,True
Martin,Ward,170.9498248,True
Kristina,Hernandez,107.6915718,True
Robert,Bush,87.18004191,True
Rebecca,Larson,214.3895725,True
Brittany,Watson,190.520018,True
Ryan,Ramirez,249.7287913,True
Edward,Burns,87.64996993,True
John,Prince,31.73842034,True
Ashley,Boyer,107.6625992,True
James,Dean,61.6954542,True
Natalie,Gordon,268.2800094,True
Ryan,Smith,136.207813,True
Stephen,Thompson,54.29639714,True
William,Delgado,96.25442517,True
Brian,Johnson,124.929208,True
James,Patel,216.6056429,True
Allen,Rogers,145.4342467,True
Aimee,Reyes,277.6656815,True
Susan,Williams,255.2153532,True
Edward,Griffin,108.6205222,True
Debra,Baker,296.5003089,True
Yvette,Kramer,279.9371174,True
Alyssa,Williams,270.8972241,True
John,Cunningham,173.0242833,True
Dana,Gilbert,86.51917139,True
Stephen,Henry,146.1515578,True
Bradley,James,137.9824935,True
Melinda,Peters,16.83003044,True
Robert,Goodman,213.5423984,True
Leslie,Moore,195.9630799,True
Sarah,Gray,270.7947288,True
Amy,Haynes,258.5062773,True
Gary,Dean,184.425152,True
Jonathan,Duran,224.5361417,True
Elizabeth,Ruiz,124.6694495,True
Caitlin,Lewis,196.3598959,True
Micheal,Blackburn,10.44317525,True
Sheryl,Mccarthy,159.9519731,True
Lisa,Smith,150.9122679,True
Jared,Juarez,247.5606457,True
Brett,Castro,217.3328585,True
Jessica,Murray,175.3022184,True
Austin,Coffey,16.25913962,True
Shelly,Jacobs,3.856762052,True
Elizabeth,Logan,298.7423281,True
Cody,Anderson,128.0814967,True
Kayla,Wood,256.052876,True
Paul,Singh,157.9636169,True
James,Mays,245.2433072,True
Thomas,Moore,244.5914982,True
Linda,Pacheco,299.604007,True
Jenny,Clark,66.32311808,True
Patrick,Guzman,223.4965981,True
Mr.,Scott,229.487331,True
John,Stevenson,23.09927229,True
Kristina,Brooks,154.6805826,True
Nancy,Aguilar,63.38787527,True
Robert,Brown,132.7329536,True
Jessica,Williams,255.9581577,True
David,Brown,290.5944806,True
Dorothy,Munoz,242.56454,True
Jason,Lawson,76.09246622,True
James,Hall,167.9698314,True
Patricia,Carpenter,46.08147123,True
Jeff,Cardenas,64.36052627,True
Michelle,Johnson,19.18945036,True
Frank,Madden,17.34021424,True
George,Tanner,291.4292653,True
Dylan,Johnson,40.65328581,True
Pamela,King,282.4817647,True
Jesse,Frazier,95.66568525,True
Edward,Russell,103.2235913,True
Diana,Mcdonald,183.096436,True
Randy,Dawson,192.1441514,True
Jasmine,Williams,286.1692336,True
Robert,Smith,124.219007,True
Sara,Young,183.9944858,True
Samantha,Gonzalez,205.5899257,True
Christina,Torres,286.2681619,True
Maria,Bailey,141.9076294,True
Charles,Bartlett,94.22658657,True
Natalie,Parker,238.0161589,True
Paula,Hernandez,48.88381678,True
Jessica,Jenkins,14.94777896,True
Drew,Henson,223.0761309,True
Michael,Davis,17.98090899,True
Ian,Ramos,23.68465648,True
Anna,Wright,235.5824596,True
Ashley,Anderson,74.40865878,True
Jennifer,Wright,298.1278773,True
Nicole,Lopez,67.72888616,True
Tara,Ellis,21.92761435,True
Hannah,Elliott,42.35003061,True
Gavin,Rodriguez,116.3664242,True
Johnny,Jackson,291.5968901,True
Martin,Garrett,147.0670556,True
Terri,Hayes,167.3609673,True
Adam,Huang,260.8409357,True
Carolyn,Garner,104.4106535,True
Lisa,Lee,130.2202511,True
Rodney,Escobar,8.711600244,True
Michael,Johnson,144.5450063,True
Michelle,Carter,55.94822858,True
John,Dunn,81.5436983,True
Terry,Pierce,297.8661824,True
David,Buck,258.7910904,True
Jennifer,Newman,149.3096363,True
Cynthia,Lee,246.5934196,True
Sylvia,Clark,299.5252351,True
Joseph,Taylor,86.08285036,True
Kathleen,Barton,37.4218087,True
Michael,Harris,52.86340979,True
Eric,Benson,172.1967218,True
Curtis,Butler,44.51322087,True
Brittany,Le,51.04878875,True
Jeremiah,Sims,101.161794,True
David,Davis,290.4227547,True
Tiffany,Bond,181.4895479,True
Patricia,Chen,61.60059465,True
William,Crawford,181.7603749,True
Christina,Roberts,29.28680092,True
Jerome,Scott,232.1441336,True
Jeffery,Walker,272.0840276,True
Todd,Alvarez,212.1733632,True
John,Henry,223.9911858,True
James,Miles,156.3675778,True
Michael,Downs,31.19720611,True
Kayla,Wheeler,6.095911005,True
Charles,Martin,161.2752287,True
Harold,Bennett,135.042355,True
Michael,Swanson,200.3923528,True
Janet,Mcdonald,79.80353707,True
Brett,Willis,244.4064115,True
Jacob,Smith,27.92322882,True
Alexa,Webb,167.5688585,True
Louis,Klein,40.12200004,True
Tony,Yu,15.74238645,True
Lisa,Goodman,121.0784096,True
Kimberly,Hernandez,36.97352302,True
Phillip,Friedman,145.8418308,True
Brian,Lam,2.900394487,True
Kristin,Wilkins,251.8510287,True
Joshua,Lynch,188.878111,True
Blake,Mclaughlin,276.6512157,True
Billy,Olsen,10.00480704,True
Shawn,Brock,179.6158086,True
Danielle,Jones,222.6952076,True
Jim,Gomez,60.12919733,True
Sabrina,Henderson,178.7453853,True
David,Pennington,245.3184012,True
Deborah,Williams,137.015971,True
Stephanie,Bowman,227.0047204,True
Joseph,Frazier,176.4533023,True
Ryan,Mclaughlin,249.864376,True
Tony,Hall,135.8550959,True
Timothy,Martin,289.2653637,True
John,Obrien,261.8481216,True
Barbara,Johnson,53.80589508,True
Brandon,Marshall,139.8477827,True
Carrie,Miller,11.55550873,True
Samantha,Dean,261.6193407,True
Jamie,Wilson,87.74932378,True
Carlos,Acosta,236.6035296,True
Amy,Bennett,228.7494578,True
Dominique,Wells,116.6435954,True
Sarah,Bright,237.5160783,True
Michael,Barton,111.5883392,True
Rebecca,Anderson,172.3062642,True
Megan,Riggs,31.41542458,True
Whitney,Andrews,44.1176993,True
Catherine,Jones,127.0135122,True
William,Andrews,236.2180763,True
Kathleen,Edwards,158.3239538,True
Roger,Frost,220.4688874,True
Justin,Johnson,255.8491608,True
Valerie,Young,265.1702577,True
Samantha,Perez,239.9469797,True
Devin,Allen,72.15833791,True
Stephanie,Little,238.9238728,True
Melanie,Miller,27.5070475,True
Erica,Beck,2.408526397,True
Toni,Dunn,168.373362,True
Eric,Dunn,211.8975891,True
David,Jackson,169.3550529,True
Melanie,Gates,94.66629008,True
Heather,Pierce,17.41061969,True
Jordan,Lewis,153.0146174,True
Michele,Johnson,255.7149801,True
Samantha,Ryan,249.4925261,True
Christopher,Hudson,201.9997518,True
Zachary,Williams,106.5992164,True
Donna,Davis,66.72879991,True
Jordan,Erickson,237.7720748,True
Christopher,Nolan,88.7427826,True
Evelyn,Hanna,11.36458787,True
Jason,Johnson,250.2314702,True
Barbara,Caldwell,224.7115849,True
Ronald,Huff,7.220543464,True
Holly,Norris,216.2305109,True
Derrick,Carter,11.83791299,True
Kenneth,Golden,285.8508169,True
Grace,Edwards,70.08655795,True
Jonathan,Rios,57.71259736,True
Mackenzie,Miller,265.5941732,True
Tammy,Taylor,138.8559857,True
Reginald,King,207.3305606,True
Matthew,Fletcher,130.5591612,True
Elizabeth,Jordan,177.7124355,True
Sally,Santiago,45.11902986,True
James,Johnson,12.89573538,True
Jason,Saunders,242.8437386,True
Carol,Hernandez,4.624370641,True
Kendra,Dawson,291.5212704,True
James,Hess,58.42698092,True
Michael,Stokes,25.51886602,True
Jeffrey,Martinez,147.6903791,True
Joseph,Bell,102.9874282,True
Pamela,Black,140.719389,True
Robert,Jordan,100.4711011,True
Kathy,Baker,263.5511899,True
Brian,Bailey,115.3628316,True
Mitchell,Clark,190.2857937,True
Kelly,Mcintyre,168.7344269,True
Susan,Ali,260.5821259,True
Latoya,Gonzales,205.0424222,True
Olivia,Mayo,251.5393163,True
Thomas,Anderson,221.0320214,True
Todd,Jennings,182.3938507,True
Paul,Dixon,22.25760841,True
Julie,Torres,130.6787559,True
James,Miller,202.2296492,True
John,Howard,80.73869922,True
Anne,Savage,134.0405497,True
Richard,Wilson,226.8917134,True
Mrs.,Amber,187.5777824,True
Todd,Armstrong,99.18946135,True
Aaron,Richardson,118.4556824,True
Gregory,Pollard,234.1382368,True
Jon,Butler,225.7678307,True
Chelsea,Madden,116.6229213,True
Misty,Ramos,234.0837103,True
Ryan,Murphy,233.787281,True
Brittany,Sandoval,259.1615163,True
Rose,Stanton,132.5843724,True
Kristen,Banks,287.0092393,True
Julia,Stokes,140.3125662,True
Paul,Phillips,186.004365,True
Amber,Thompson,128.4038652,True
Mrs.,Valerie,278.473292,True
Adam,Parker,228.1780449,True
Jennifer,Gonzales,201.9577223,True
Jacqueline,Hernandez,260.086074,True
Cory,Walker,276.8951661,True
Jennifer,Miller,220.5202145,True
Dawn,Bond,270.3604905,True
Tara,Daniel,247.6926552,True
Rebecca,Thompson,136.4907152,True
Victor,Serrano,260.1217048,True
Elizabeth,Bell,55.220858,True
Julie,Coleman,122.6292673,True
Jennifer,Brown,8.634621797,True
Jessica,Moore,266.6472363,True
John,Ramirez,160.9401531,True
Becky,Hall,271.1221772,True
Christine,Smith,295.80399,True
Christopher,Osborne,146.2329234,True
Jacob,Hernandez,7.999586638,True
Jennifer,Rogers,128.5133967,True
Tammy,Young,19.64948762,True
James,Lewis,56.04829693,True
Charles,Stanley,74.1148732,True
Christina,Garcia,85.95341522,True
Heather,Davis,74.29698857,True
Ashley,Fuentes,228.8808044,True
Jorge,Brown,2.668016258,True
Sierra,Park,205.5258599,True
Todd,Miller,272.9947016,True
Jeffrey,Sanchez,71.25953585,True
Crystal,Luna,99.9830512,True
Devin,Flores,60.75152093,True
Bianca,Martin,123.5356854,True
Danielle,Snyder,26.67738087,True
Edward,Carney,265.0690245,True
Joseph,Grimes,268.7529259,True
April,Fowler,164.807737,True
Michelle,Mccoy,145.0996084,True
Alicia,Stone,21.30617961,True
Micheal,Lloyd,215.1732624,True
Richard,Ortiz,148.9167449,True
Jasmine,Reyes,44.61653265,True
Tony,Smith,114.4025946,True
Mary,Melton,198.305836,True
William,Griffin,146.0813867,True
Scott,Vargas,58.25361228,True
Adam,Guerra,13.06034675,True
Christina,Vang,215.2971497,True
Nicole,Williams,189.1902467,True
Erica,Powers,142.7933784,True
Angela,Garcia,175.2561835,True
Melissa,Brown,257.9026846,True
John,Santiago,55.75051528,True
Donald,Nelson,20.74710164,True
Misty,Bell,263.0063735,True
Vanessa,Barnes,81.07265035,True
Brian,Austin,212.6489366,True
Jeffrey,King,252.2896877,True
Levi,Vaughn,142.1224476,True
Melanie,Blake,244.2496518,True
Marvin,Franklin,219.6697621,True
Angela,Massey,110.5922776,True
Lisa,Cole,202.2032766,True
George,Stark,103.6304844,True
Jeffrey,Salas,232.9586528,True
Richard,Reeves,85.83249893,True
Heather,Maldonado,292.4101672,True
Shelly,Mcdaniel,267.5668047,True
David,Ryan,80.92148227,True
Tyler,Trevino,75.70611538,True
Christina,Jackson,155.4855824,True
Jodi,Peterson,20.74948998,True
Melissa,Carney,42.0237226,True
David,Cole,113.4241367,True
Ricardo,Weber,215.4765291,True
Jessica,Mckenzie,280.9707751,True
James,Ramirez,36.28177824,True
Jeffrey,Wise,77.17375689,True
Brandy,Fisher,169.5800524,True
Renee,Barrera,246.0147811,True
Melanie,Wiggins,14.97387711,True
Alexander,Mckee,171.6037468,True
Sheryl,Hill,9.161919917,True
Sandra,White,272.9878419,True
Christopher,Thompson,22.06905227,True
Mr.,Daniel,130.7526411,True
Theresa,Johnson,61.15255402,True
Kristopher,Cunningham,127.4296829,True
Nathan,Morgan,166.2127571,True
David,Murray,110.6025674,True
April,Taylor,2.033803094,True
Daniel,Herrera,245.1409137,True
John,Mcpherson,200.3253003,True
Scott,Simmons,44.45087327,True
Gary,Tran,86.68368261,True
Erica,Vaughn,289.7922876,True
Jennifer,Peterson,179.3599432,True
April,Mccormick,219.6090619,True
Justin,Davis,39.14509514,True
Julia,Hall,163.1533708,True
Anna,Cunningham,188.9376293,True
Jacob,Stevens,233.2257703,True
Jerry,Payne,169.6238126,True
Mark,Collins,117.6222818,True
Benjamin,Clark,93.10220462,True
Lisa,Norton,17.32317763,True
Christopher,Smith,81.45143196,True
Mary,Myers,37.44740126,True
Stephanie,Skinner,6.450115409,True
Dave,Kelly,121.9757295,True
Patricia,Gallagher,196.371178,True
Shaun,Holloway,39.44032807,True
Marc,Love,262.2720982,True
Michael,Mayer,41.42900813,True
Mason,Rodriguez,162.7919652,True
Jason,Payne,83.2794627,True
Johnny,Hicks,74.9443794,True
Lisa,Rodgers,32.10622464,True
Sarah,Tyler,87.15157534,True
Brian,Rodriguez,26.0816515,True
Charlene,Jones,246.885328,True
Scott,Lawrence,227.6139565,True
Carol,Patrick,140.4516807,True
Mrs.,Jessica,60.11999568,True
Linda,Sullivan,4.597577836,True
Donna,Carrillo,237.8259111,True
Scott,Baker,227.4705054,True
Brian,Jensen,174.9671222,True
James,Sosa,81.43216331,True
Veronica,Zavala,51.45914813,True
Jenny,Fields,186.1692976,True
George,Monroe,230.8455603,True
Michael,Smith,153.7056177,True
Kevin,Oliver,190.3976967,True
Nicholas,Mejia,13.52272289,True
Phillip,Logan,169.7231774,True
Jamie,Jackson,299.1846576,True
Thomas,Alvarez,72.23090551,True
Kaitlin,Lawson,116.9434704,True
Carlos,Wagner,268.2158202,True
Christopher,Anderson,45.61401189,True
Roberto,Sparks,113.7675985,True
Julie,Oneal,214.0692547,True
Megan,Friedman,240.3518353,True
Cheryl,Taylor,96.58849728,True
Jeffrey,Hatfield,241.5103666,True
James,Phillips,18.9820537,True
Jessica,Moore,128.9224193,True
Eric,Richards,79.96034999,True
Rebecca,Mitchell,240.7557103,True
Anna,Patrick,158.13197,True
Eric,Schmidt,197.3438304,True
Mark,Campbell,156.8947774,True
Taylor,Oconnell,190.5868648,True
Debra,Peters,70.77282649,True
Richard,Anderson,99.64762699,True
William,Russell,201.2067577,True
Ryan,Mcdaniel,245.9720704,True
Jacqueline,Frazier,191.7286603,True
Steven,Stuart,32.13545499,True
Emily,Rodriguez,90.35267623,True
Ryan,Perez,28.24313981,True
Lauren,Hahn,287.3152387,True
Megan,Lopez,127.4434204,True
Matthew,Lucero,194.0146142,True
Joseph,Perez,52.96715715,True
Kimberly,Wright,153.6378606,True
Donald,Braun,16.16466094,True
Savannah,Reese,156.4062563,True
Leslie,Wiggins,65.73844854,True
Mrs.,Deanna,26.46654614,True
Derrick,Brown,22.81013853,True
Meghan,Davis,116.3037504,True
Faith,Edwards,163.6350438,True
Stephanie,Morgan,160.7615774,True
Laura,Vargas,17.12739612,True
Caleb,Singh,55.99219306,True
Cassandra,Andrade,189.3732231,True
Robert,Hall,183.8510853,True
Kenneth,Hill,6.341114311,True
David,Brown,136.8591472,True
Sarah,Lewis,237.1228892,True
Stephen,Meyers,261.2785989,True
Victor,Becker,71.86420397,True
Brad,Huff,150.7929287,True
Thomas,Sanchez,18.39675475,True
Michael,Chapman,229.9602555,True
Stephen,Lam,89.72241118,True
Theresa,Wells,80.07481776,True
Richard,Barrera,55.20716243,True
Kelly,Boyle,237.0515981,True
Alexander,Richardson,21.98915208,True
James,Hicks,177.0515297,True
Todd,Simon,93.74886446,True
Jason,Meyer,114.0768801,True
Matthew,Moore,150.4707103,True
Lindsay,Rivera,108.1302862,True
Michael,Peterson,253.4940966,True
Jennifer,Martin,193.1962602,True
Martin,Solomon,186.44926,True
Rebecca,Quinn,72.46973743,True
Kerry,Branch,9.474332966,True
Leslie,Ruiz,219.3292641,True
Joseph,Howard,86.76006819,True
Rebecca,Wright,233.5123787,True
Jacqueline,Phillips,266.4418808,True
Wesley,Erickson,134.5999692,True
Janet,West,225.8993827,True
James,Barnett,237.5878966,True
Eric,Scott,252.8316303,True
James,Jones,250.7173487,True
Joshua,Baker,87.85407145,True
Kathleen,Baker,260.1202045,True
Michael,Clark,260.3821386,True
Anne,Richards,214.576803,True
Renee,Williams,273.244834,True
Derek,Thomas,128.0732518,True
Robert,White,15.36006275,True
Teresa,Figueroa,157.0536374,True
Ashley,Murphy,117.9457723,True
Laura,Peterson,227.6123872,True
Brian,Cardenas,96.53388242,True
Dana,Conrad,12.35802683,True
Kathleen,Deleon,123.7719434,True
Ebony,Garcia,243.754614,True
Johnathan,Allen,8.375005469,True
Laura,Faulkner,0.172930056,True
Kirk,Pearson,9.303532223,True
Joseph,Bonilla,44.2075727,True
Christina,Moore,121.1085131,True
Gary,Barber,109.5760422,True
Laura,Diaz,1.192317589,True
Jerry,Stuart,222.1184712,True
Brianna,Griffith,200.530082,True
Kenneth,Lopez,56.49118553,True
Wesley,Krause,115.9217821,True
Derek,Sullivan,199.9901641,True
Brian,Johnson,202.850954,True
Miss,Monica,190.9497467,True
Christine,Peterson,144.0482779,True
Brianna,Ramirez,196.1333418,True
Robert,Decker,71.98489152,True
Michael,Bryant,82.40541955,True
Jamie,Silva,161.7920788,True
Steven,Jones,96.06536657,True
Christopher,Bautista,25.7526185,True
Elizabeth,Stein,255.6515653,True
Brandi,Werner,297.9637678,True
Derrick,Jones,167.9345937,True
Michelle,Price,80.72808372,True
Kara,Silva,32.088137,True
Lisa,Cox,33.65138701,True
